gid,jud_code,jud_id,jud_lbl,jud_name,coldep,nume,prezenta,rebel,id_partid,partid,abv_partid
207,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,2,Radu Stroe,50.2100000000,2.5700000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
208,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,3,Nicolae Bud,70.9000000000,4.2900000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
209,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,4,Doru Brașoan Leșe,55.1900000000,10.1500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
210,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,5,Pavel Horj,46.4700000000,4.1700000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
211,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,6,István Béres,76.9200000000,0.9100000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
212,MM,26.0000000000,MARAMUREȘ,JUDEȚUL MARAMUREȘ,7,Vasile Berci,62.3300000000,5.1700000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
213,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,1,László Borbély,29.0700000000,1.3900000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
214,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,2,Mihai Doru Oprișcan,72.6900000000,3.6700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
215,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,3,Atilla Béla Ladislau Kelemen,43.7400000000,1.2900000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
216,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,4,Victor Socaciu,57.7700000000,1.3200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
217,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,5,Károly Kerekes,57.8700000000,5.0200000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
218,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,6,Toader Stroian,69.7300000000,1.1200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
219,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,7,Ciprian Minodor Dobre,39.9600000000,1.2400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
220,MS,28.0000000000,MUREȘ,JUDEȚUL MUREȘ,8,Vasile Ghiorghe Gliga,65.5700000000,4.4000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
221,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,1,Eftemie Stelian Ghiță,82.2200000000,0.8300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
222,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,2,Mihaela Stoica,43.7900000000,1.8700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
223,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,3,Culiță Tărâță,55.1600000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
224,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,4,Marius Neculai,71.1300000000,1.6900000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
225,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,5,Ioan Munteanu,84.9300000000,21.5700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
226,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,6,Adrian Rădulescu,65.4500000000,3.8600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
227,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,7,Marius Rogin,65.5200000000,1.3600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
228,NT,29.0000000000,NEAMȚ,JUDEȚUL NEAMȚ,8,Emil Bostan,60.9000000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
229,OT,30.0000000000,OLT,JUDEȚUL OLT,1,Daniel Ionuț Bărbulescu,58.7900000000,0.9400000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
230,OT,30.0000000000,OLT,JUDEȚUL OLT,2,Nicolae Stan,52.7900000000,1.9500000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
231,OT,30.0000000000,OLT,JUDEȚUL OLT,3,Marin Bobeş,34.9900000000,1.5200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
232,OT,30.0000000000,OLT,JUDEȚUL OLT,4,Valeriu Steriu,62.9700000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
233,OT,30.0000000000,OLT,JUDEȚUL OLT,5,Florin Iordache,44.9600000000,1.8100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
234,OT,30.0000000000,OLT,JUDEȚUL OLT,6,Gigel Sorinel Știrbu,35.9100000000,2.0300000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
235,OT,30.0000000000,OLT,JUDEȚUL OLT,7,Doru Claudian Frunzulică,25.5000000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
236,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,1,Cristian Ion Burlacu,69.9600000000,2.4400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
237,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,2,Florin Serghei Anghel,57.0500000000,1.0100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
238,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,3,Graţiela-Leocadia Gavrilescu,61.8200000000,1.2400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
239,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,4,Marian Florian Săniuţă,68.7100000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
240,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,5,Mihai Cristian Apostolache,65.7200000000,1.5000000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
241,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,6,Răzvan Țurea,58.4500000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
242,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,7,Ana Adriana Saftoiu,54.3700000000,3.4400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
243,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,8,Adrian Năstase,38.7400000000,0.3400000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
244,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,9,George Ionescu,74.6500000000,0.8800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
245,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,10,Sever Voinescu,58.1700000000,1.1500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
246,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,11,Roberta Anastase,71.1300000000,1.5500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
247,PH,31.0000000000,PRAHOVA,JUDEȚUL PRAHOVA,12,Andrei Valentin Sava,62.9700000000,2.0800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
248,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,1,Cornel Ştirbeţ,67.9200000000,1.1100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
249,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,2,Raluca Turcan,61.0300000000,2.8100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
250,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,3,Gheorghe Roman,75.9500000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
251,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,4,Ioan Cindrea,59.1900000000,2.1300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
252,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,5,Mircea Silvestru Lup,57.8200000000,3.0300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
253,SB,34.0000000000,SIBIU,JUDEȚUL SIBIU,6,Mircea Vasile Cazan,44.2700000000,1.5900000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
254,SJ,33.0000000000,SĂLAJ,JUDEȚUL SĂLAJ,1,Lucian Nicolae Bode,70.1600000000,0.6500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
255,SJ,33.0000000000,SĂLAJ,JUDEȚUL SĂLAJ,2,Dénes Seres,78.3200000000,0.9400000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
256,SJ,33.0000000000,SĂLAJ,JUDEȚUL SĂLAJ,3,Iuliu Nosa,70.3100000000,1.4300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
257,SJ,33.0000000000,SĂLAJ,JUDEȚUL SĂLAJ,4,Gheorghe Mirel Taloş,55.3200000000,1.7400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
258,SM,32.0000000000,SATU MARE,JUDEȚUL SATU MARE,1,Gheorghe Ciocan,69.4200000000,0.6800000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
259,SM,32.0000000000,SATU MARE,JUDEȚUL SATU MARE,2,Ioan Holdiș,61.6400000000,1.3600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
260,SM,32.0000000000,SATU MARE,JUDEȚUL SATU MARE,3,Viorel Vasile Buda,62.4600000000,2.8300000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
261,SM,32.0000000000,SATU MARE,JUDEȚUL SATU MARE,4,Attila Varga,61.5400000000,1.7900000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
262,SM,32.0000000000,SATU MARE,JUDEȚUL SATU MARE,5,István Erdei-Dolóczki,83.1900000000,1.9200000000,38.0000000000,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR
263,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,1,Sanda-Maria Ardeleanu,58.9600000000,0.2000000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
264,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,2,Ioan Balan,59.0700000000,0.4500000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
265,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,3,Eugen Constantin Uricec,60.5500000000,0.5500000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
266,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,4,Cătălin Ioan Nechifor,34.8400000000,3.6100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
267,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,5,Ioan Stan,63.2700000000,0.9200000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
268,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,6,Mircea Irimescu,72.1800000000,5.8200000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
269,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,7,Gheorghe Coroama,60.6500000000,1.7000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
270,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,8,Eugen Bejinariu,52.3100000000,1.5700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
271,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,9,Dumitru Pardău,70.1100000000,0.7200000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
272,SV,35.0000000000,SUCEAVA,JUDEȚUL SUCEAVA,10,Gabriel Dan Gospodaru,65.8500000000,0.8300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
273,TL,38.0000000000,TULCEA,JUDEȚUL TULCEA,1,Marian Avram,78.1400000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
274,TL,38.0000000000,TULCEA,JUDEȚUL TULCEA,2,Mihai Stroe,82.2200000000,0.6600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
275,TL,38.0000000000,TULCEA,JUDEȚUL TULCEA,3,Octavian Marius Popa,55.9600000000,7.0300000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
276,TL,38.0000000000,TULCEA,JUDEȚUL TULCEA,4,Horia Teodorescu,35.0700000000,1.7700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
277,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,1,Horia Cristian,67.5300000000,2.8100000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
278,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,2,Ștefan Iosif Drăgulescu,59.9600000000,8.5700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
279,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,3,Marius Cristinel Dugulescu,82.0200000000,1.6800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
280,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,4,Maria Eugenia Barna,58.6300000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
281,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,5,Alin Augustin Florin Popoviciu,58.5800000000,0.9700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
282,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,6,Valeriu Tabără,41.5200000000,1.6800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
283,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,7,Sorin Constantin Stragea,58.9900000000,0.9700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
284,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,8,Claudiu Taga,62.7900000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
285,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,9,Dorel Covaci,58.8400000000,3.7600000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
286,TM,37.0000000000,TIMIȘ,JUDEȚUL TIMIȘ,10,Gheorghe Ciobanu,82.4500000000,0.5100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
287,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,1,Robert Sorin Negoiță,30.4300000000,1.7700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
288,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,2,Nicolae Bănicioiu,30.0200000000,1.6900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
289,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,3,Adrian Bădulescu,68.1700000000,1.8400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
290,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,4,Adrian Florescu,76.5100000000,0.5100000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
291,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,5,George Ionut Dumitrica,61.0600000000,0.9100000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
292,TR,36.0000000000,TELEORMAN,JUDEȚUL TELEORMAN,6,Marin Almăjanu,33.2600000000,1.6900000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
293,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,1,Sorin Ștefan Zamfirescu,80.2100000000,12.9900000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
294,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,2,Samoil Vîlcu,72.6100000000,1.8800000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
295,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,3,Constantin Mazilu,54.9100000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
296,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,4,Vasile Bleotu,40.2400000000,2.3000000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
297,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,5,Cristian Buican,55.3900000000,1.2200000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
298,VL,40.0000000000,VÂLCEA,JUDEȚUL VÂLCEA,6,Aurel Vlădoiu,63.5800000000,0.6300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
299,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,1,Răzvan Mustea-Șerban,69.1400000000,0.1600000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
300,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,2,Angel Tîlvăr,54.3500000000,2.1900000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
301,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,3,Nini Săpunaru,34.0000000000,2.8000000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
302,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,4,Cristian Sorin Dumitrescu,40.1400000000,11.3100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
303,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,5,Alin Silviu Trășculescu,60.4700000000,0.1200000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
304,VN,41.0000000000,VRANCEA,JUDEȚUL VRANCEA,6,Nicolae Ciprian Nica,42.6400000000,2.3100000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
305,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,1,Victor Cristea,55.9000000000,1.1300000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
306,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,2,Dan Bordeianu,50.2900000000,12.1400000000,31.0000000000,PARTIDUL NAȚIONAL LIBERAL,PNL
307,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,3,Dragos Iftimie,48.7900000000,2.4400000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
308,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,4,Adrian Solomon,55.6500000000,3.4700000000,61.0000000000,PARTIDUL SOCIAL DEMOCRAT,PSD
309,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,5,Viorel Carare,75.4400000000,2.1300000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
310,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,6,Dan Mihai Marian,45.8600000000,0.3700000000,15.0000000000,PARTIDUL DEMOCRAT LIBERAL,PDL
311,VS,39.0000000000,VASLUI,JUDEȚUL VASLUI,7,Marian Sârbu,32.8700000000,0.0000000000,999.0000000000,CANDIDAT INDEPENDENT,CI
